text,average_path_length,maximum_path_length,num_clauses,num_phrases,num_subordinating_conjunctions,prop_nouns,prop_verbs,prop_adjectives,prop_pronouns,num_tokens,total_freq,avg_token_length
"Значительная часть японской элиты стремилась превратить императора в безвластный ""символ нации"", а в отношениях с Англией и США предпочитала идти на уступки ради поддержания мирных отношений.",2.586206896551724,24.0,0.0,6.0,0.0,0.3,0.1333333333333333,0.1333333333333333,0.0,30,127656.9,6.384615384615385
"И в тех или иных вариациях рядом депутатов он несколько раз уже вносился на утверждение в Госдуму, но…",1.7894736842105263,11.0,0.0,5.0,0.0,0.2,0.05,0.05,0.0,19,97025.5,4.722222222222222
"И в этих условиях важнейшей сферой, где ""имидж"" России может оставаться позитивным, является социокультурное взаимодействие, основанное на расширении и укреплении культурных и научных связей.",3.0,15.0,1.0,4.0,0.0,0.2333333333333333,0.1333333333333333,0.1666666666666666,0.0,30,120603.3,7.0
"И в этой обстановке, по-видимому, не обойтись без всесоюзного форума, без подлинной гласности, без понимания и поддержки всех наций, в первую очередь русского народа.",2.806451612903226,20.0,0.0,2.0,0.0,0.25,0.03125,0.125,0.0,30,119945.8,5.958333333333333
"И вовсе не в одежде оказывается дело, и не в макияже от Диора.",1.7857142857142858,8.0,0.0,2.0,0.0,0.2,0.0666666666666666,0.0,0.0,15,139836.1,3.8461538461538463
"И вот в ноябре 1971 года в Грузии была открыта новая транспортная линия, в которой контейнеры со стройматериалами - галькой и щебнем - двигались, подталкиваемые лишь силой ветра, дующего в трубе.",2.411764705882353,24.0,2.0,6.0,0.0,0.3142857142857143,0.1142857142857142,0.1142857142857142,0.0285714285714285,35,164931.2,5.32258064516129
"И вот пример одной из работ, в которой люди залезли прямо в аттосекундный диапазон и смогли что-то узнать.",2.142857142857143,18.0,0.0,6.0,0.0,0.1818181818181818,0.1363636363636363,0.0454545454545454,0.1818181818181818,20,105906.30000000002,4.944444444444445
"И вот рассказываю я и на самом интересном месте понимаю, что детективная линия подходит к концу - там кто-то кого-то убил, - а чем все должно кончиться, я даже не представляю.",3.736842105263158,35.0,1.0,14.0,1.0,0.1025641025641025,0.1538461538461538,0.1025641025641025,0.1025641025641025,35,111724.3,4.67741935483871
"И все это не из-под палки, а добровольно и с огромным интересом.",2.933333333333333,7.0,0.0,1.0,0.0,0.125,0.0,0.0625,0.0,14,74060.4,4.416666666666667
И дело здесь не только в отсутствии хороших манер.,1.8888888888888888,5.0,0.0,1.0,0.0,0.3,0.0,0.1,0.0,10,54011.2,4.666666666666667
"И если к вам подойдет маленький мальчик с золотыми волосами, если он будет звонко смеяться и ничего не ответит на ваши вопросы, вы, уж конечно, догадаетесь, кто он такой.",3.088235294117647,28.0,3.0,7.0,2.0,0.0857142857142857,0.1142857142857142,0.0571428571428571,0.0571428571428571,35,121720.70000000004,4.896551724137931
"И если так, то фаталист Гордон, облаченный в британские армейские брюки и в египетскую феску, - один из главных ее героев.",3.208333333333333,18.0,1.0,1.0,2.0,0.16,0.04,0.16,0.0,25,112338.6,4.857142857142857
"И здесь наблюдаются и подмена понятий, и прямые фальсификации, вплоть до завышения числа погибших в несколько раз.",2.1578947368421053,16.0,0.0,3.0,0.0,0.3,0.1,0.05,0.0,20,105568.6,5.764705882352941
"И исполнительную власть, и законодательную, и бизнес, и судебную власть.",2.4615384615384617,10.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.2142857142857142,0.0,14,108412.80000000002,6.3
"И когда в 1942 году Манделю пришлось вместе с женой и ребенком бежать из Венгрии, Костельянос, ставший к тому моменту генконсулом Сальвадора в Женеве, принял его на должность первого секретаря консульства.",2.794117647058824,26.0,2.0,9.0,1.0,0.2285714285714285,0.1142857142857142,0.0571428571428571,0.0285714285714285,35,140548.6,5.645161290322581
"И написал, что если ты сделал уроки и пошел гулять, - тогда это дар, а если не сделал и пошел, - получается, что бремя.",5.0344827586206895,27.0,4.0,4.0,4.0,0.1,0.2333333333333333,0.0,0.0,30,111081.6,4.0
"И насколько все легко и просто кидаются в разговоры о родах, в воспоминания об этом, настолько же все отодвигаются от темы умирания.",2.083333333333333,17.0,0.0,4.0,0.0,0.2,0.08,0.04,0.04,25,116683.80000000002,5.045454545454546
"И не потому ли, кстати, самоорганизующееся интернет-сообщество остерегается признавать за ними лидерство, что ни в ком из них в отдельности и во всех вместе не находит олицетворения системной альтернативы?",3.323529411764706,22.0,2.0,8.0,1.0,0.2,0.1142857142857142,0.0285714285714285,0.0857142857142857,33,151079.39999999997,6.103448275862069
"И не признавать ее - значит одновременно обеднять и свой народ, ограничивать ему доступ к достижениям отечественной и мировой культуры, науки, техники, затруднять сотрудничество республик и общение граждан разных национальностей.",2.235294117647059,31.0,0.0,6.0,0.0,0.3142857142857143,0.1428571428571428,0.0857142857142857,0.0571428571428571,35,136808.40000000002,6.666666666666667
И не только выпивку и курение в старших классах.,1.5555555555555556,5.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,10,87603.2,4.444444444444445
"И одна из важнейших задач для нашей страны - поддерживать обороноспособность на необходимом уровне, но не в ущерб социальной сфере, инвестициям в экономическое развитие, в науку, культуру, образование…",5.575757575757576,31.0,0.0,2.0,0.0,0.3529411764705882,0.0294117647058823,0.1176470588235294,0.0,33,136049.0,6.214285714285714
"И он это понимал, это его и погубило.",2.0,5.0,0.0,4.0,0.0,0.0,0.2,0.0,0.2,10,61586.40000000001,3.75
"И получается, что хоть в проекции ледник и сократился, но в объеме он может продолжать расти"".",2.789473684210526,17.0,1.0,3.0,1.0,0.15,0.25,0.0,0.0,20,114949.10000000002,4.9375
"И работать в конечном счете он будет на наши интересы, на настоящее и будущее Кубани и ее жителей.",2.1578947368421053,17.0,0.0,2.0,0.0,0.2,0.05,0.1,0.05,20,148476.60000000003,4.5
"И с той минуты, как стал первым секретарем в Свердловске, поверил в то, что может и должен руководить всем и всеми.",2.0416666666666665,11.0,1.0,3.0,2.0,0.08,0.16,0.08,0.12,25,154652.9,4.523809523809524
"И с этого момента и администрация, и жители 15-тысячного Байкальска всерьез поверили, что альтернатива возможна, а Федерация выделила деньги на эксперимент по оздоровлению ""моногорода"".",2.2758620689655173,16.0,1.0,6.0,1.0,0.2666666666666666,0.0666666666666666,0.0666666666666666,0.0,30,109103.9,6.75
"И связан он с тем, что разорваны все отношения между Россией и Европой, НАТО и Соединенными Штатами.",1.8421052631578947,17.0,1.0,3.0,1.0,0.05,0.15,0.0,0.1,20,102280.5,4.9411764705882355
И сейчас архиважно - не дать себя вовлечь в демагогическую суету и пустопорожние словопрения.,1.6428571428571428,8.0,0.0,2.0,0.0,0.2,0.1333333333333333,0.0666666666666666,0.0666666666666666,15,88955.0,5.714285714285714
"И сразу совестно, и в сердце нехорошая тошнота, и батон этот пухлый тяготит, и девять бубликов этих как звенья распавшейся цепи, и думает он: ну вот, зря пожадничал!",3.4411764705882355,31.0,1.0,5.0,1.0,0.1714285714285714,0.1428571428571428,0.0571428571428571,0.0,35,195563.7,4.928571428571429
"И суть этих скрытых от любопытных глаз отношений не только и не столько в развитии взаимовыгодных коммерческих проектов, будь то военная сфера или строительство железнодорожной ветки в Эйлат, имеющей несомненное стратегическое значение.",2.5294117647058822,19.0,2.0,3.0,0.0,0.2571428571428571,0.0571428571428571,0.2,0.0285714285714285,35,148516.0,6.40625
"И там, где у грузин и украинцев была эта мотивация, в России - чувство обиды и реванша.",3.8947368421052633,17.0,0.0,3.0,0.0,0.3,0.05,0.0,0.0,20,108732.2,4.176470588235294
"И тогда, так и не дождавшись, он ушел в то последнее далеко, откуда уже нет возврата.",2.1578947368421053,9.0,1.0,3.0,0.0,0.05,0.15,0.05,0.0,20,104300.7,4.375
И тоже ничего придумывать не надо: к твоим услугам - почтенная традиция европейского и отечественного атеизма и антиклерикализма.,2.0526315789473686,13.0,0.0,2.0,0.0,0.2,0.05,0.2,0.05,20,96004.0,6.222222222222222
"И хотя на конференции в Локарно в 1925 году Германия подтвердила согласие с условиями Версальского договора, ее политический спектр смещался в сторону реваншизма.",2.0,9.0,1.0,5.0,1.0,0.32,0.08,0.12,0.0,25,123067.3,6.086956521739131
"И я был готов - что и сделал - обсудить некоторые общие проблемы, возникающие в подобного рода ситуациях, и риски, которые, на мой взгляд, полезно учитывать в собственной работе.",2.3823529411764706,30.0,1.0,7.0,0.0,0.2,0.1142857142857142,0.1428571428571428,0.0,35,168889.3,5.172413793103448
"И я, проживший этот день в эвакуации в Казани, прекрасно его помню.",2.571428571428572,12.0,1.0,4.0,0.0,0.1333333333333333,0.1333333333333333,0.0,0.0666666666666666,15,84750.4,4.666666666666667
"И, выйдя на улицу утром в четверг, я вдруг почувствовал, что мне не хватает англичан с их песнями, речевками и шарфами, с их морской походкой и тремя словами по-русски.",2.7222222222222223,24.0,2.0,5.0,1.0,0.2432432432432432,0.081081081081081,0.027027027027027,0.027027027027027,35,178783.0,4.827586206896552
"И, кроме всего прочего, тут подогреваются финансовые аппетиты всех, кого только можно, - и военного руководства НАТО и России, и оборонно-промышленного комплекса.",2.689655172413793,21.0,0.0,3.0,0.0,0.1,0.0333333333333333,0.2,0.0333333333333333,28,112345.9,6.409090909090909
"И, наконец, в случае ""Фукусимы"" катастрофу вызвал просчет в расположении резервных генераторов и линий электропередач.",1.736842105263158,9.0,0.0,4.0,0.0,0.4,0.05,0.05,0.0,20,98821.3,6.933333333333334
"И, несмотря на общий азарт наживы, характерный вначале для США, а потом охвативший весь мир, в Троицке сохранился дух и азарт прикладной науки и инноваций.",2.2413793103448274,20.0,1.0,5.0,0.0,0.2333333333333333,0.0666666666666666,0.1,0.0,30,124926.30000000002,5.24
"Идеальная интеллектуальная система сможет самостоятельно совершенствовать собственный дизайн и менять свою форму самыми разнообразными способами, например, добавляя недостающий материал в определенные части конструкции, изменяя химический состав отдельных узлов и т. д.",2.8529411764705883,30.0,2.0,6.0,0.0,0.2571428571428571,0.1714285714285714,0.2285714285714285,0.0,35,104976.5,7.709677419354839
Идея возможных столкновений планет и ПЧД далеко не нова.,1.0,7.0,0.0,1.0,0.0,0.3,0.0,0.2,0.0,10,53995.3,5.333333333333333
"Из Грузии в Россию уехало много интеллигенции, они очень гармонично вписались в российскую жизнь и здесь останутся"".",2.3157894736842106,14.0,0.0,5.0,0.0,0.1,0.15,0.05,0.0,20,107356.6,5.882352941176471
"Из мира подданных, государственно полезных и бесполезных, должных и обязанных, все переселились в мир свободных индивидуумов, с приоритетом прав человека над ""интересами государства"".",2.034482758620689,14.0,0.0,4.0,0.0,0.3,0.0333333333333333,0.1666666666666666,0.0,30,118648.7,7.0
"Из одной очереди вышел, тут же надо вставать в другую, потом в третью, четвёртую и т.д.",1.6111111111111112,14.0,0.0,3.0,0.0,0.0526315789473684,0.1052631578947368,0.1578947368421052,0.0,20,103661.7,4.5
"Из упомянутого телевизионного продукта следовало, что Медведева выбирали на президентство не как авторитетного и перспективного политика, а как сумму сигналов Западу, Востоку и для внутренних нужд.",2.2758620689655173,24.0,1.0,4.0,3.0,0.2,0.1,0.1333333333333333,0.0,30,112749.1,6.615384615384615
"Из этого доктор Норем сделала вывод: оптимизм и пессимизм становятся у каждого второй натурой, коренящейся как в воспитании, так, видимо, и во врожденном предрасположении.",2.7586206896551726,24.0,1.0,6.0,1.0,0.2333333333333333,0.1,0.0666666666666666,0.0333333333333333,30,109427.5,6.166666666666667
"Из этого путем неоправданной экстраполяции мы сделали вывод, что в принципе можем понять все и будем проникать в тайны мироздания до бесконечности, по крайней мере до тех пор, пока существуем сами.",2.176470588235294,27.0,2.0,9.0,2.0,0.2285714285714285,0.1428571428571428,0.0857142857142857,0.0571428571428571,35,116732.2,5.387096774193548
"Известный американский журналист Кевин Келли недавно обобщил изменения, которые происходят в головах ""людей, ориентированных на экран"", в сравнении с предыдущим традиционным поколением ""людей, ориентированных на книги"".",2.088235294117647,27.0,2.0,7.0,0.0,0.2571428571428571,0.1142857142857142,0.1142857142857142,0.0,35,106283.6,7.461538461538462
"Именно поэтому обидно, что в обычные дни мы не видим спешащих на помощь милиционеров и улыбающихся пассажиров метро.",2.473684210526316,16.0,2.0,4.0,1.0,0.25,0.15,0.1,0.0,20,110379.0,5.5
"Именно с этим связано беспокойство представителей журналистского университетского образовательного цеха, которые активно выступают со своими оценками и предложениями в профессиональной и общественно-политической печати.",2.1538461538461537,22.0,0.0,4.0,0.0,0.2222222222222222,0.074074074074074,0.2592592592592592,0.037037037037037,25,115512.1,8.565217391304348
"Именно такой национализм уже шел рука об руку с либерализмом в период распада колониальных империй и во времена ""бархатных революций"" в Восточной Европе в конце прошлого столетия.",2.034482758620689,24.0,0.0,3.0,0.0,0.3666666666666666,0.0333333333333333,0.1333333333333333,0.0,30,149406.5,5.666666666666667
"Именно эти его способности и легли в основу созданной в Советском Союзе системы бионического кодирования телесигналов, которая позволяет без потери качества снижать цифровой поток почти в 7 раз!",1.862068965517241,23.0,1.0,7.0,0.0,0.3,0.1333333333333333,0.1,0.0,30,135271.6,5.964285714285714
"Имея в силу биографии понятие об индустрии, плавании и море, при работе по 14 часов в сутки, за два года можно все изучить во всех деталях.",2.3793103448275863,22.0,1.0,7.0,0.0,0.3666666666666666,0.0666666666666666,0.0,0.0333333333333333,30,117611.5,4.384615384615385
"Имя ему - творческий труд, который в будущем потеснит, а может быть, даже и вытеснит труд обыденный, рутинный и тяжелый.",2.083333333333333,19.0,0.0,5.0,0.0,0.16,0.16,0.2,0.04,25,121602.2,5.05
"Инициатива Мушаррафа по искоренению религиозного экстремизма встретила широкий положительный отклик в мире, в том числе и в соседней Индии, которой, собственно и была по сути адресована.",2.793103448275862,22.0,0.0,4.0,0.0,0.2666666666666666,0.0333333333333333,0.1333333333333333,0.0333333333333333,30,177629.5,6.1923076923076925
"Иногда талантливые люди, не найдя себя в науке и не в силах выдержать экономический стресс, уходят из археологии в бизнес и промышленность.",3.0,16.0,1.0,6.0,0.0,0.28,0.12,0.08,0.04,25,208872.90000000005,5.363636363636363
"Интересно, что на другом конце света, в Центральной и Южной Америке, ацтеки и инки тоже использовали жадеит как жертвенный камень"".",5.083333333333333,23.0,1.0,3.0,2.0,0.24,0.04,0.2,0.0,25,123642.7,5.6
Информационная служба центра будет предоставлять бесплатные консультации по всем аспектам жизни в Великобритании и возможностям образования в этой стране.,1.3157894736842106,14.0,0.0,2.0,0.0,0.4,0.05,0.1,0.0,20,104587.5,7.157894736842105
"Иными словами, французы теперь держат деньги в Бельгии, немцы - в Австрии, то есть там, где надежнее, где выше проценты и где банковские клерки не задают лишних вопросов.",2.515151515151515,27.0,0.0,7.0,1.0,0.2058823529411764,0.088235294117647,0.1470588235294117,0.0,34,125472.5,5.107142857142857
"Используя ""бутерброды"" из различных оксидов, в отдельности являющихся диэлектриками, ученые смогли получить структуры, которые вели себя как металлы и даже сверхпроводники, - в зависимости от текущей комбинации слоев.",2.411764705882353,19.0,1.0,8.0,1.0,0.3142857142857143,0.1428571428571428,0.0571428571428571,0.0285714285714285,35,110557.4,6.785714285714286
Итальянец взял у Б. сэкономленное и отправился на вокзал.,1.6666666666666667,7.0,0.0,4.0,0.0,0.2,0.2,0.1,0.0,10,56026.2,5.444444444444445
Итальянская полиция и карабинеры приведены в состояние повышенной готовности.,1.0,4.0,0.0,2.0,0.0,0.4,0.1,0.2,0.0,10,67508.59999999999,7.666666666666667
Их изображения встречались на гадальных картах и старинных гравюрах.,1.3333333333333333,6.0,0.0,2.0,0.0,0.3,0.1,0.2,0.0,10,51669.100000000006,6.666666666666667
"Их не надо отчуждать и изолировать, наоборот, с ними надо разговаривать и договариваться, с благодарностью относясь ко всему, что они готовы сделать для свободной России.",1.9655172413793105,26.0,2.0,8.0,1.0,0.0333333333333333,0.2,0.0666666666666666,0.1,30,125378.10000000002,5.84
"Их пять: три бензиновых (177, 224 и 306 л. с.) и два турбодизеля (155 и 177 л. с.).",5.346153846153846,24.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.037037037037037,0.037037037037037,29,132252.50000000003,3.6666666666666665
"К примеру, экспериментальная Bluetooth-гарнитура, встроенная в зубной имплантат (патент зарегистрирован в США), отлично справляется со своими обязанностями в качестве микрофона и динамика даже в условиях сильного шума.",2.5294117647058822,18.0,1.0,6.0,0.0,0.2571428571428571,0.0857142857142857,0.0857142857142857,0.0,33,163927.90000000002,7.111111111111111
"К середине 1942 года англичане, несмотря на ряд неудач, полностью нарушают морское сообщение между Италией и итальянскими войсками в Ливии и Египте.",2.0,11.0,0.0,4.0,0.0,0.28,0.04,0.12,0.0,25,120036.0,5.7727272727272725
"К сожалению, не исключена возможность возникновения фирм - однодневок, которые, собрав с родителей деньги и пуповинную кровь, в один момент могут скрыться в неизвестном направлении.",3.3448275862068964,24.0,1.0,6.0,0.0,0.3666666666666666,0.1333333333333333,0.0666666666666666,0.0,30,131579.0,6.28
"К тому же крахмал при переваривании быстро превращается в глюкозу, которая поступает в кровь и вызывает выброс инсулина.",1.4736842105263157,11.0,0.0,7.0,0.0,0.25,0.2,0.0,0.05,20,103702.5,5.722222222222222
"К этому нужно готовиться, чтобы не показать слабость, но и не сорваться в жесткое противодействие, риторику.",1.894736842105263,16.0,1.0,4.0,1.0,0.15,0.15,0.1,0.05,20,105485.0,5.8125
Каждую минуту я гашу фонарь и опять его зажигаю.,1.4444444444444444,5.0,0.0,4.0,0.0,0.2,0.2,0.0,0.1,10,51439.2,4.444444444444445
"Каждый день в СМИ - в первую очередь в интернете - появляются сообщения о неполитических акциях обманутых дольщиков, автомобилистов, экологов, противников уплотнительной застройки и т. п.",2.931034482758621,17.0,0.0,6.0,0.0,0.4333333333333333,0.0666666666666666,0.1,0.0,30,134849.6,6.230769230769231
"Каждый человек воспринимает и выражает боль очень индивидуально, да и чувствительность к боли у различных людей не одинакова.",2.421052631578948,16.0,0.0,4.0,0.0,0.25,0.1,0.1,0.0,20,104252.0,6.0
Каждый человек рождается и умирает в своем энергетическом поле.,1.4444444444444444,6.0,0.0,2.0,0.0,0.2,0.2,0.1,0.0,10,70079.2,6.111111111111111
"Как выпадет ей варить, они по щепотке соли в варево бросят, и потом все ворчат на молодуху.",2.0,9.0,0.0,6.0,1.0,0.15,0.2,0.0,0.05,20,97824.5,4.411764705882353
"Как и в Москве за год до этого, женщины и дети постарше отправлялись копать окопы и противотанковые рвы.",1.7894736842105263,9.0,0.0,4.0,1.0,0.25,0.1,0.05,0.05,20,146425.2,4.833333333333333
"Как и в любом дневнике внимательного (надеюсь, внимательного, я старался) наблюдателя, некоторые темы собрались в пучки, стали метасюжетами.",1.9583333333333333,11.0,0.0,5.0,1.0,0.2,0.16,0.08,0.0,25,111263.9,6.833333333333333
"Как и все сталинское руководство, он запятнал себя участием в чудовищных преступлениях режима.",1.3571428571428572,6.0,0.0,2.0,1.0,0.2666666666666666,0.0666666666666666,0.1333333333333333,0.0666666666666666,15,84492.40000000001,6.3076923076923075
"Как и на прошлом судебном процессе, следствие и суд попытаются сыграть на религиозном возрождении в стране, на благожелательном отношении общества к церкви.",1.7916666666666667,13.0,0.0,3.0,1.0,0.32,0.08,0.16,0.0,25,156488.40000000002,6.136363636363637
"Как образец гармоничного сосуществования человека и природы академик привел пример развития древнекитайской цивилизации: ""Она создавалась тысячелетиями, и основой ее были земля, вода, воздух и физическая сила животных и человека.",1.8235294117647056,25.0,0.0,6.0,1.0,0.4571428571428571,0.0571428571428571,0.0857142857142857,0.0,35,146576.1,6.931034482758621
"Как подчеркнул Волин, формирование такого рода консорциума инвесторов в пользу той или иной команды, претендующей на вещание на шестом телеканале, это дело самих предпринимателей и журналистов.",2.4482758620689653,22.0,1.0,4.0,1.0,0.3666666666666666,0.0666666666666666,0.1,0.0,30,108824.7,6.461538461538462
"Как правило, это ориентировано и на внешние рынки.",1.3333333333333333,4.0,0.0,2.0,1.0,0.2,0.1,0.1,0.1,10,57635.7,5.375
"Как сказал Мандельштам, ""и море и Гомер, все движется любовью"".",1.7857142857142858,9.0,0.0,4.0,1.0,0.1333333333333333,0.1333333333333333,0.0,0.0,15,74901.8,5.4
"Как сообщалось, в Санкт-Петербурге в результате пожара в Петропавловской крепости в воскресенье поздно вечером сгорел купол башни Нарышкина бастиона и пострадала стела флагштока.",2.8461538461538463,15.0,0.0,8.0,1.0,0.2962962962962963,0.1481481481481481,0.037037037037037,0.0,25,161448.3,6.782608695652174
"Как сообщают в четверг метеослужбы Италии, в последний раз столь жаркий июнь наблюдался в Италии в 1782 году.",1.736842105263158,11.0,0.0,6.0,1.0,0.25,0.1,0.15,0.0,20,127616.8,5.111111111111111
"Как сообщил Александр Ролик, в отношении прежнего руководства ""Дальэнерго"" и ""ЛуТЭКа"" дела были прекращены в соответствии с процессуальным кодексом, поскольку предприятия согласились добровольно выплатить ущерб, нанесенный государству.",2.088235294117647,16.0,2.0,7.0,2.0,0.2285714285714285,0.1428571428571428,0.0571428571428571,0.0,35,110371.7,7.7407407407407405
"Как сообщили в АО ""Омский аэропорт"", новосибирский аэропорт ""Толмачево"" не смог принять прибывающий из Германии рейс номер 852 и самолет был направлен в Омск.",2.034482758620689,13.0,1.0,6.0,1.0,0.1666666666666666,0.1666666666666666,0.0666666666666666,0.0,30,121775.1,5.625
"Как сообщили в Минэнерго, предполагается, что на переговорах Касьянова с Родригесом стороны будут обсуждать перспективы продления на второй квартал решения России об ограничении добычи и экспорта нефти.",2.310344827586207,23.0,1.0,4.0,2.0,0.3333333333333333,0.1,0.0333333333333333,0.0,30,115385.5,6.518518518518518
"Как сообщили в Управлении государственной противопожарной службы ГУВД Санкт-Петербурга и Ленинградской области, сигнал о возгорании поступил на пульт дежурного в 22:37, передает ""Интерфакс"".",2.2758620689655173,16.0,0.0,5.0,1.0,0.2,0.1,0.1333333333333333,0.0,28,117903.0,7.304347826086956
"Как сообщили в понедельник в ГУГО и ЧС Москвы, в воскресенье около 18 четверо детей из афганской семьи возвращались домой через Чермянский пруд.",2.1666666666666665,17.0,0.0,5.0,1.0,0.24,0.08,0.08,0.0,25,135559.3,5.304347826086956
"Как сообщили в пресс-службе флота, министр прибыл на Кольский полуостров в воскресенье вечером.",1.9375,7.0,0.0,6.0,1.0,0.4705882352941176,0.1176470588235294,0.0588235294117647,0.0,15,78817.5,6.384615384615385
"Как сообщили в среду в ГУВД Волгоградской области, огонь вспыхнул во вторник в одной из квартир жилого дома.",1.736842105263158,8.0,0.0,5.0,1.0,0.3,0.1,0.1,0.0,20,99912.90000000002,5.055555555555555
"Как установили социологи ВШЭ, производительность труда в современной России остается примерно на уровне СССР середины 1980-х годов, чуть превосходя ее (в основном в частном секторе).",2.1724137931034484,18.0,1.0,4.0,1.0,0.2333333333333333,0.1,0.1333333333333333,0.0333333333333333,30,111487.2,6.32
"Как это происходило, он не помнил, сохранилось только одно воспоминание: он на берегу, почти голый - и сознание покинуло его.",2.375,17.0,0.0,6.0,1.0,0.16,0.16,0.04,0.04,25,104750.3,5.3
"Как я могу быть и там, и здесь?",1.4444444444444444,6.0,0.0,1.0,1.0,0.0,0.2,0.0,0.0,10,97297.4,3.0
"Какое было счастье, и еще, наверное, и не такое будет, только бы не было войны!",2.3157894736842106,9.0,0.0,4.0,0.0,0.1,0.05,0.0,0.0,20,112871.8,4.333333333333333
"Кандидаты в депутаты от общественных организаций в свою очередь также должны иметь в своей программе как общие, так и специфические направления депутатской деятельности.",2.208333333333333,13.0,0.0,4.0,1.0,0.28,0.04,0.2,0.0,25,134733.59999999998,6.391304347826087
"Китай тому пример, да и не только он.",2.111111111111111,6.0,0.0,2.0,0.0,0.1,0.0,0.0,0.2,10,69065.90000000001,3.75
Книги и рассказы об успехах Пруссии не требовали переводчика.,1.0,6.0,0.0,2.0,0.0,0.4,0.1,0.0,0.0,10,54544.3,5.888888888888889
"Книжки свои подарил всем, кто не смог от них отказаться, и теперь, на досуге, мог просто читать стихи Басё, Иссы и Бусона, не открывая при этом никаких гештальтов.",2.7058823529411766,31.0,1.0,8.0,0.0,0.1142857142857142,0.1714285714285714,0.0,0.0571428571428571,35,132231.5,4.857142857142857
"Когда Медведев начал играть роль преемника, он начал озвучивать в качестве своих планов ровно то, что ему знакомо и как юристу, и как бывшему главе комиссии, разрабатывавшей программу административной реформы.",1.911764705882353,25.0,3.0,8.0,4.0,0.2571428571428571,0.1428571428571428,0.0857142857142857,0.0571428571428571,35,123201.2,6.0
"Когда в кислом растворе накопится около 0,5 г урана на литр, его перекачают на берег и подвергнут переработке.",1.4736842105263157,8.0,1.0,5.0,1.0,0.25,0.15,0.05,0.05,20,101898.0,5.166666666666667
"Когда в нем происходят столкновения, крупные тела разрушаются, их фрагменты постепенно мигрируют в центральную часть Солнечной системы и падают на Землю, на Луну и, вероятно, на Венеру и Меркурий.",2.117647058823529,25.0,1.0,6.0,1.0,0.1428571428571428,0.1142857142857142,0.0857142857142857,0.0285714285714285,35,219589.9,5.793103448275862
"Когда в самом начале нового века в США компьютеризация достигла уровня проникновения в повседневную жизнь большинства населения, остальной мир только втягивался в процесс.",1.5416666666666667,11.0,1.0,6.0,1.0,0.4,0.08,0.16,0.0,25,130661.3,6.478260869565218
"Когда выпадет снег и гимназистки будут румяные, от мороза чуть пьяные, он приедет с войны чуть изменившийся и обнимет почти сразу, после того как сбросит Фросе на руки башлык и шинель.",2.323529411764706,19.0,2.0,9.0,2.0,0.2,0.1428571428571428,0.0571428571428571,0.0285714285714285,35,152281.7,4.967741935483871
"Когда летом 1912 года в губернии началась эпидемия сыпного тифа, я в составе специально созданной в связи с этим тревожным обстоятельством бригады выехал на борьбу с опасным заболеванием.",1.7241379310344829,9.0,2.0,7.0,1.0,0.3666666666666666,0.1,0.1333333333333333,0.0,30,145383.69999999998,5.714285714285714
"Когда она наконец пришла и он увидал близко ее лицо и фигуру, он просто сказал: - Ну-ну!",2.095238095238096,11.0,1.0,5.0,1.0,0.0909090909090909,0.1363636363636363,0.0,0.0,20,103844.0,4.235294117647059
"Когда ток-шоу уже начиналось и шло представление участников, он последним в момент паузы перед его именем появлялся под неизбежные аплодисменты зрителей в студии.",2.3461538461538463,13.0,1.0,9.0,1.0,0.4074074074074074,0.1111111111111111,0.074074074074074,0.0,25,115569.9,6.086956521739131
"Когда я вернулся в расположение своего госпиталя, то обнаружил, что мое место занято другим добровольцем, которого я раньше и не знал.",2.4166666666666665,14.0,2.0,6.0,3.0,0.16,0.16,0.04,0.04,25,119307.9,5.428571428571429
"Когда я встречал взрослого, который казался мне разумней и понятливей других, я показывал ему свой рисунок № 1 - я его сохранил и всегда носил с собою.",2.2413793103448274,14.0,1.0,11.0,1.0,0.1666666666666666,0.1666666666666666,0.0333333333333333,0.1,30,132372.19999999998,4.62962962962963
Козак говорит о коррупции и клановости на Северном Кавказе?,1.3333333333333333,7.0,0.0,2.0,0.0,0.3,0.1,0.1,0.0,10,55082.100000000006,5.666666666666667
"Компьютеры, как и автомобили в 1930-е, быстро становились массовым товаром, в котором воплотились самые высокие технологии.",2.0,9.0,1.0,3.0,1.0,0.2,0.1,0.2,0.05,20,98816.2,6.75
"Кому я только его не показывал, никто не говорил, что фильм плохой, просили сократить, я сокращал, но фильм так и не вышел на экраны.",3.206896551724138,23.0,1.0,8.0,1.0,0.1,0.2,0.0333333333333333,0.0666666666666666,30,141112.3,4.583333333333333
"Конечно, к императорам это не относилось, они получали шапку по праву рождения и брали ее в свой час легко (в идеале.",1.875,17.0,0.0,6.0,0.0,0.24,0.12,0.0,0.04,25,143982.4,4.619047619047619
"Конечно, среди покидающих город было много евреев, хотя немало их и осталось, но в основном все же бежали коммунисты и интеллигенция.",2.9166666666666665,20.0,1.0,7.0,1.0,0.16,0.12,0.04,0.0,25,111872.0,5.380952380952381
