INPUT:text	INPUT:text1	INPUT:text2	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Поставил стакан перед собой и продолжал рассказывать и расспрашивать .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f06458d9668b28e6c4	00023f0ffa--63e7ad0f03b5dd74ad8e5a7c	00023f0ffa--63e7b6f06458d9668b28e6c4	25cff64548e182d925c57e82c4faf6d3	APPROVED	2023-02-11T15:40:32.052
Мать ест и поправляется , и начинается новая жизнь .			[6]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f0800a232967d18292	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f0800a232967d18292	533c051937b85942e52836156ddb84dc	APPROVED	2023-02-11T15:40:32.166
Поставил стакан перед собой и продолжал рассказывать и расспрашивать .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f0bf19e327ec3bac5c	00023f0ffa--63e7ad0f03b5dd74ad8e5a7c	00023f0ffa--63e7b6f0bf19e327ec3bac5c	e71c27c2ca99c5da72f987dc1cbdde69	APPROVED	2023-02-11T15:40:32.842
Поставил стакан перед собой и продолжал рассказывать и расспрашивать .			[6]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f12b041c6b27aa7c1e	00023f0ffa--63e7ad0f03b5dd74ad8e5a7c	00023f0ffa--63e7b6f12b041c6b27aa7c1e	e21cd8ad240dc41376cc609afa585e91	APPROVED	2023-02-11T15:40:33.608
Остальное - в основном всякая сборочная и ремонтная мелочь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f131137e5dec1ca045	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6f131137e5dec1ca045	040566304c16c70bcd5b39b1552177df	APPROVED	2023-02-11T15:40:33.620
Мать ест и поправляется , и начинается новая жизнь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f140ff837b206d2991	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f140ff837b206d2991	34ddb15b00ac79c0a052f76006084079	APPROVED	2023-02-11T15:40:33.876
Мать ест и поправляется , и начинается новая жизнь .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f16458d9668b28e6fa	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f16458d9668b28e6fa	a9a5bbd581f0d0332407dcf9f9598667	APPROVED	2023-02-11T15:40:33.196
Глеб купил свежую рыбу и держал ее в руках .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f1e0e9031110accb69	00023f0ffa--63e7ad1703b5dd74ad8e5bed	00023f0ffa--63e7b6f1e0e9031110accb69	6415fe45808aca9f8c567755a84f4dee	APPROVED	2023-02-11T15:40:33.856
Сегодня в России роль и значение СМИ часто преувеличивают .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f1f231c761224fb7b0	00023f0ffa--63e7ad1703b5dd74ad8e5c08	00023f0ffa--63e7b6f1f231c761224fb7b0	360f6b6fe061ba9e1c293249721260ce	APPROVED	2023-02-11T15:40:33.895
Мать ест и поправляется , и начинается новая жизнь .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f28fb2e27ee93cb5fd	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f28fb2e27ee93cb5fd	b8be97ee962bb61f1fe4246b8216599d	APPROVED	2023-02-11T15:40:34.977
Мать ест и поправляется , и начинается новая жизнь .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f31d35f828b7ff8acd	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f31d35f828b7ff8acd	6f8e2820536a90d373db528301340d5d	APPROVED	2023-02-11T15:40:35.804
Остальное - в основном всякая сборочная и ремонтная мелочь .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f32b041c6b27aa7c67	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6f32b041c6b27aa7c67	f08d4b7de10493aac3e29c92de3ccd2b	APPROVED	2023-02-11T15:40:35.777
Поставил стакан перед собой и продолжал рассказывать и расспрашивать .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f36458d9668b28e73c	00023f0ffa--63e7ad0f03b5dd74ad8e5a7c	00023f0ffa--63e7b6f36458d9668b28e73c	c828f82e8b0a9fb112dec057b999bc97	APPROVED	2023-02-11T15:40:35.456
Глеб купил свежую рыбу и держал ее в руках .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f36c63877b65b9b894	00023f0ffa--63e7ad1703b5dd74ad8e5bed	00023f0ffa--63e7b6f36c63877b65b9b894	fb1935cf8524dfdfc101ff47bbfb915d	APPROVED	2023-02-11T15:40:35.588
Сегодня в России роль и значение СМИ часто преувеличивают .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f3bf19e327ec3bac6f	00023f0ffa--63e7ad1703b5dd74ad8e5c08	00023f0ffa--63e7b6f3bf19e327ec3bac6f	73125c5715950c371172d3bcf450ef3c	APPROVED	2023-02-11T15:40:35.259
Остальное - в основном всякая сборочная и ремонтная мелочь .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f42b041c6b27aa7c87	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6f42b041c6b27aa7c87	65f304ccc3b827a0a22c039d61bb6b4d	APPROVED	2023-02-11T15:40:36.781
Поставил стакан перед собой и продолжал рассказывать и расспрашивать .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f45e82947f3f469f4f	00023f0ffa--63e7ad0f03b5dd74ad8e5a7c	00023f0ffa--63e7b6f45e82947f3f469f4f	d49e2e2bc5adb65629eec1c6d8b89d4b	APPROVED	2023-02-11T15:40:36.346
Сегодня в России роль и значение СМИ часто преувеличивают .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f48fb2e27ee93cb614	00023f0ffa--63e7ad1703b5dd74ad8e5c08	00023f0ffa--63e7b6f48fb2e27ee93cb614	5637d9565821105e14863c70b34a3e86	APPROVED	2023-02-11T15:40:36.105
Мать ест и поправляется , и начинается новая жизнь .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f4bf19e327ec3bac83	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f4bf19e327ec3bac83	77ba3de3a0ac415bc7d9aa0db8a00634	APPROVED	2023-02-11T15:40:36.643
Глеб купил свежую рыбу и держал ее в руках .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f4e0e9031110accbcb	00023f0ffa--63e7ad1703b5dd74ad8e5bed	00023f0ffa--63e7b6f4e0e9031110accbcb	14faac6951518d2ac0e04d5c1ed1fca4	APPROVED	2023-02-11T15:40:36.412
Остальное - в основном всякая сборочная и ремонтная мелочь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f51d35f828b7ff8b1e	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6f51d35f828b7ff8b1e	3484d47e6fa71d3bd5b843cc6c47d301	APPROVED	2023-02-11T15:40:37.966
Сегодня в России роль и значение СМИ часто преувеличивают .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f538b49f608d4a8e4d	00023f0ffa--63e7ad1703b5dd74ad8e5c08	00023f0ffa--63e7b6f538b49f608d4a8e4d	9227490429b0f50b2c1a199f344eef0f	APPROVED	2023-02-11T15:40:37.301
Мать ест и поправляется , и начинается новая жизнь .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f5577f0875d59ac08b	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f5577f0875d59ac08b	a48bcd2f9b1dfc30969b76398b014550	APPROVED	2023-02-11T15:40:37.805
Глеб купил свежую рыбу и держал ее в руках .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f5e0e9031110accbf9	00023f0ffa--63e7ad1703b5dd74ad8e5bed	00023f0ffa--63e7b6f5e0e9031110accbf9	ff9094d9e7905a8eda5d15d5081132ea	APPROVED	2023-02-11T15:40:37.356
Поставил стакан перед собой и продолжал рассказывать и расспрашивать .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f5fe1ec76f5c4ec4b2	00023f0ffa--63e7ad0f03b5dd74ad8e5a7c	00023f0ffa--63e7b6f5fe1ec76f5c4ec4b2	a4b3244023da5ea62bf59421375c8adc	APPROVED	2023-02-11T15:40:37.934
Мать ест и поправляется , и начинается новая жизнь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f603b5dd74ad8f7a45	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f603b5dd74ad8f7a45	afd760f2591247f6d63d27b7f4c601db	APPROVED	2023-02-11T15:40:38.662
Сегодня в России роль и значение СМИ часто преувеличивают .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f640ff837b206d29d2	00023f0ffa--63e7ad1703b5dd74ad8e5c08	00023f0ffa--63e7b6f640ff837b206d29d2	73f4fb655649eb6fc21fbab624e3a50d	APPROVED	2023-02-11T15:40:38.008
Глеб купил свежую рыбу и держал ее в руках .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f6577f0875d59ac094	00023f0ffa--63e7ad1703b5dd74ad8e5bed	00023f0ffa--63e7b6f6577f0875d59ac094	b1fc0a86845bc94e6370a85951ef9397	APPROVED	2023-02-11T15:40:38.262
Поставил стакан перед собой и продолжал рассказывать и расспрашивать .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f65e82947f3f469f8a	00023f0ffa--63e7ad0f03b5dd74ad8e5a7c	00023f0ffa--63e7b6f65e82947f3f469f8a	33f2bddfcafd962afbf00a98c01e2aa2	APPROVED	2023-02-11T15:40:38.757
Ведь мертвые и похищенные не в состоянии себя защитить .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f65e82947f3f469f91	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b6f65e82947f3f469f91	5b1f83bd06959e3355decafb268e5272	APPROVED	2023-02-11T15:40:38.897
Глеб купил свежую рыбу и держал ее в руках .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f7800a232967d18324	00023f0ffa--63e7ad1703b5dd74ad8e5bed	00023f0ffa--63e7b6f7800a232967d18324	d783a6f9a5f397cc9a672404701d573e	APPROVED	2023-02-11T15:40:39.103
Остальное - в основном всякая сборочная и ремонтная мелочь .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f7f231c761224fb875	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6f7f231c761224fb875	cd43c72d4bfca1f9ae02a37694684a86	APPROVED	2023-02-11T15:40:39.984
Глеб купил свежую рыбу и держал ее в руках .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f86458d9668b28e786	00023f0ffa--63e7ad1703b5dd74ad8e5bed	00023f0ffa--63e7b6f86458d9668b28e786	ecd60521eb66491e7be46fb9792409a0	APPROVED	2023-02-11T15:40:40
Мать ест и поправляется , и начинается новая жизнь .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f86458d9668b28e790	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f86458d9668b28e790	077b290d72e0556ab58920a532297657	APPROVED	2023-02-11T15:40:40.340
Они и потерь меньше несут , и воюют лучше .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f88063982b2208f972	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b6f88063982b2208f972	fea0bc3b963ff0359b80665363ee7734	APPROVED	2023-02-11T15:40:40.158
Они и потерь меньше несут , и воюют лучше .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f903b5dd74ad8f7a85	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b6f903b5dd74ad8f7a85	1985259f3c30cb5abe2e28a12a2d4df0	APPROVED	2023-02-11T15:40:41.221
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f903b5dd74ad8f7a86	00023f0ffa--63e7ad1f03b5dd74ad8e5d59	00023f0ffa--63e7b6f903b5dd74ad8f7a86	63ff11f7d03b84244e5db7e9b1c8a151	APPROVED	2023-02-11T15:40:41.221
Мать ест и поправляется , и начинается новая жизнь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f938b49f608d4a8ec5	00023f0ffa--63e7ad0d03b5dd74ad8e5a38	00023f0ffa--63e7b6f938b49f608d4a8ec5	e2731d9c6f65ac223437b5d8c2d1b402	APPROVED	2023-02-11T15:40:41.362
Остальное - в основном всякая сборочная и ремонтная мелочь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f9577f0875d59ac0bd	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6f9577f0875d59ac0bd	142c02939f6e861bc488025773897e5d	APPROVED	2023-02-11T15:40:41.602
Ведь мертвые и похищенные не в состоянии себя защитить .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6f9cf02855709a10118	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b6f9cf02855709a10118	de03cc3542ba3f30548168ef644c4de8	APPROVED	2023-02-11T15:40:41.631
Они и потерь меньше несут , и воюют лучше .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fa03b5dd74ad8f7aaa	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b6fa03b5dd74ad8f7aaa	670f1749d1be91942512255cf4ba7bdc	APPROVED	2023-02-11T15:40:42.564
Остальное - в основном всякая сборочная и ремонтная мелочь .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fa2b041c6b27aa7d0b	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6fa2b041c6b27aa7d0b	92e36b56cd456baf0801c22c7ab2c51b	APPROVED	2023-02-11T15:40:42.417
Мне дали третью группу инвалидности и выпустили в жизнь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fa5aa2d3277b31936d	00023f0ffa--63e7ad1603b5dd74ad8e5be1	00023f0ffa--63e7b6fa5aa2d3277b31936d	a8ac4b2eae3293dc58961bfd0694415c	APPROVED	2023-02-11T15:40:42.320
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fa6458d9668b28e7bd	00023f0ffa--63e7ad1f03b5dd74ad8e5d59	00023f0ffa--63e7b6fa6458d9668b28e7bd	df10da01f65842629baf26232a530139	APPROVED	2023-02-11T15:40:42.090
Ведь мертвые и похищенные не в состоянии себя защитить .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6faf231c761224fb8c2	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b6faf231c761224fb8c2	3283fb5f824d0278bbdb8ef2d9c5451e	APPROVED	2023-02-11T15:40:42.604
Остальное - в основном всякая сборочная и ремонтная мелочь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fb03b5dd74ad8f7abd	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6fb03b5dd74ad8f7abd	b82d5d0cfd60ba1aedf524eb7fbcc228	APPROVED	2023-02-11T15:40:43.177
Ведь мертвые и похищенные не в состоянии себя защитить .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fb03b5dd74ad8f7ac5	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b6fb03b5dd74ad8f7ac5	c513ef65c25896838b1c5538922c3839	APPROVED	2023-02-11T15:40:43.367
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fb1d35f828b7ff8b9e	00023f0ffa--63e7ad1f03b5dd74ad8e5d59	00023f0ffa--63e7b6fb1d35f828b7ff8b9e	047d93083847d8e93cab3d031374e168	APPROVED	2023-02-11T15:40:43.646
Они и потерь меньше несут , и воюют лучше .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fb800a232967d18363	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b6fb800a232967d18363	18cd5982844f357e3fe11503b19fbd87	APPROVED	2023-02-11T15:40:43.818
Остальное - в основном всякая сборочная и ремонтная мелочь .			[6]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fc1d35f828b7ff8bb3	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6fc1d35f828b7ff8bb3	e6dc37d1eb0d153391a51bc11ff562c7	APPROVED	2023-02-11T15:40:44.235
Они и потерь меньше несут , и воюют лучше .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fc80b195458caa11ed	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b6fc80b195458caa11ed	e21cd8ad240dc41376cc609afa585e91	APPROVED	2023-02-11T15:40:44.545
Ведь мертвые и похищенные не в состоянии себя защитить .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fcbf19e327ec3bad4a	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b6fcbf19e327ec3bad4a	19bcbfeac90eb5e97d8080622d1d7a0d	APPROVED	2023-02-11T15:40:44.849
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fd006a84029c3dd5a8	00023f0ffa--63e7ad1f03b5dd74ad8e5d59	00023f0ffa--63e7b6fd006a84029c3dd5a8	6f8e2820536a90d373db528301340d5d	APPROVED	2023-02-11T15:40:45.403
Остальное - в основном всякая сборочная и ремонтная мелочь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fd03b5dd74ad8f7b09	00023f0ffa--63e7ad1f03b5dd74ad8e5d6e	00023f0ffa--63e7b6fd03b5dd74ad8f7b09	0e956d3df072e94bc792ced875e1a101	APPROVED	2023-02-11T15:40:45.539
Ведь мертвые и похищенные не в состоянии себя защитить .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fd1befc713189a28a3	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b6fd1befc713189a28a3	e076a5f5ce6427f846cd4b7578eaa9dd	APPROVED	2023-02-11T15:40:45.955
Мне дали третью группу инвалидности и выпустили в жизнь .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fd31137e5dec1ca1d6	00023f0ffa--63e7ad1603b5dd74ad8e5be1	00023f0ffa--63e7b6fd31137e5dec1ca1d6	040566304c16c70bcd5b39b1552177df	APPROVED	2023-02-11T15:40:45.509
Они и потерь меньше несут , и воюют лучше .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fd6458d9668b28e808	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b6fd6458d9668b28e808	3dba53b06c2223a7281df14ba84dbb0a	APPROVED	2023-02-11T15:40:45.447
Мне дали третью группу инвалидности и выпустили в жизнь .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fe17ea1a2f474592a7	00023f0ffa--63e7ad1603b5dd74ad8e5be1	00023f0ffa--63e7b6fe17ea1a2f474592a7	f65d4387a27d6332423101e1d9afa836	APPROVED	2023-02-11T15:40:46.585
Они и потерь меньше несут , и воюют лучше .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fee0e9031110accd0d	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b6fee0e9031110accd0d	cdc7ef16e0e13e385e9f0778bead4b97	APPROVED	2023-02-11T15:40:46.295
Ведь мертвые и похищенные не в состоянии себя защитить .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6ff2b041c6b27aa7d8c	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b6ff2b041c6b27aa7d8c	d3f1076ed0d20bf413d36733851be64e	APPROVED	2023-02-11T15:40:47.053
Они и потерь меньше несут , и воюют лучше .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6ff577f0875d59ac153	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b6ff577f0875d59ac153	fb1935cf8524dfdfc101ff47bbfb915d	APPROVED	2023-02-11T15:40:47.540
Мне дали третью группу инвалидности и выпустили в жизнь .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6ff5e82947f3f46a000	00023f0ffa--63e7ad1603b5dd74ad8e5be1	00023f0ffa--63e7b6ff5e82947f3f46a000	6daf7b54b87ebd59aab292331c1e7277	APPROVED	2023-02-11T15:40:47.604
Суд должен быть в подчинении закона и гаранта Конституции .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6ff6c63877b65b9b915	00023f0ffa--63e7ad0a03b5dd74ad8e59c7	00023f0ffa--63e7b6ff6c63877b65b9b915	61597083bd3eb0cc1e553fb1f3908c20	APPROVED	2023-02-11T15:40:47.001
Суд должен быть в подчинении закона и гаранта Конституции .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6ff8063982b2208f9f7	00023f0ffa--63e7ad0a03b5dd74ad8e59c7	00023f0ffa--63e7b6ff8063982b2208f9f7	9c024c7cbf633e7b2d8f5ba4b688d84e	APPROVED	2023-02-11T15:40:47.797
Ведь мертвые и похищенные не в состоянии себя защитить .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6ffe0e9031110accd5a	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b6ffe0e9031110accd5a	79e6e60d97d16ec8963aadaed88e7e97	APPROVED	2023-02-11T15:40:47.947
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b6fffe1ec76f5c4ec54d	00023f0ffa--63e7ad1f03b5dd74ad8e5d59	00023f0ffa--63e7b6fffe1ec76f5c4ec54d	4365f33056ddec6bd1fba079ff4155b4	APPROVED	2023-02-11T15:40:47.679
Суд должен быть в подчинении закона и гаранта Конституции .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7001d35f828b7ff8c1b	00023f0ffa--63e7ad0a03b5dd74ad8e59c7	00023f0ffa--63e7b7001d35f828b7ff8c1b	b628aa57a0ab4a930526dda57f2126d9	APPROVED	2023-02-11T15:40:48.570
Ведь мертвые и похищенные не в состоянии себя защитить .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7002b041c6b27aa7dc0	00023f0ffa--63e7ad0603b5dd74ad8e594d	00023f0ffa--63e7b7002b041c6b27aa7dc0	2b1b296757aec2c2060b3869f7fcf850	APPROVED	2023-02-11T15:40:48.992
Мне дали третью группу инвалидности и выпустили в жизнь .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7005e82947f3f46a010	00023f0ffa--63e7ad1603b5dd74ad8e5be1	00023f0ffa--63e7b7005e82947f3f46a010	b0e5369d02eff17991fd75f196d49a18	APPROVED	2023-02-11T15:40:48.444
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b700e0e9031110accd80	00023f0ffa--63e7ad1f03b5dd74ad8e5d59	00023f0ffa--63e7b700e0e9031110accd80	3b0d031e1f880aacc591b507ab34df1c	APPROVED	2023-02-11T15:40:48.945
Суд должен быть в подчинении закона и гаранта Конституции .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b701006a84029c3dd66b	00023f0ffa--63e7ad0a03b5dd74ad8e59c7	00023f0ffa--63e7b701006a84029c3dd66b	0cdb99517840d81424ab2aa9fc1aad77	APPROVED	2023-02-11T15:40:49.431
Мне дали третью группу инвалидности и выпустили в жизнь .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7012b041c6b27aa7dcd	00023f0ffa--63e7ad1603b5dd74ad8e5be1	00023f0ffa--63e7b7012b041c6b27aa7dcd	b1fc0a86845bc94e6370a85951ef9397	APPROVED	2023-02-11T15:40:49.285
Они и потерь меньше несут , и воюют лучше .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b70131137e5dec1ca23c	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b70131137e5dec1ca23c	a13ee26dd254695f4fb3a6628497a3fd	APPROVED	2023-02-11T15:40:49.096
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7021d35f828b7ff8c3e	00023f0ffa--63e7ad1f03b5dd74ad8e5d59	00023f0ffa--63e7b7021d35f828b7ff8c3e	380346cc780e564433d2cfbcce43e225	APPROVED	2023-02-11T15:40:50.078
Я не верю в кровавую революцию снизу в России .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7028fb2e27ee93cb6c3	00023f0ffa--63e7ad0903b5dd74ad8e59af	00023f0ffa--63e7b7028fb2e27ee93cb6c3	bf7d1d41eecec27740c2e409d3aafcdf	APPROVED	2023-02-11T15:40:50.205
Они и потерь меньше несут , и воюют лучше .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7028fb2e27ee93cb6c6	00023f0ffa--63e7ad1003b5dd74ad8e5ad5	00023f0ffa--63e7b7028fb2e27ee93cb6c6	10065a4e52e2bebe4665eaf83acf1433	APPROVED	2023-02-11T15:40:50.225
Мне дали третью группу инвалидности и выпустили в жизнь .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b702bf19e327ec3bada2	00023f0ffa--63e7ad1603b5dd74ad8e5be1	00023f0ffa--63e7b702bf19e327ec3bada2	f209a364f0f30b096786451bae3b1e13	APPROVED	2023-02-11T15:40:50.361
Суд должен быть в подчинении закона и гаранта Конституции .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b702cf02855709a101cc	00023f0ffa--63e7ad0a03b5dd74ad8e59c7	00023f0ffa--63e7b702cf02855709a101cc	562cf70a50cc597d982e169b75b84526	APPROVED	2023-02-11T15:40:50.239
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b702e0e9031110accdb3	00023f0ffa--63e7ad1f03b5dd74ad8e5d59	00023f0ffa--63e7b702e0e9031110accdb3	8e9dd2148a0a64287baedaaa557ee457	APPROVED	2023-02-11T15:40:50.860
Мне дали третью группу инвалидности и выпустили в жизнь .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b70340ff837b206d2ac8	00023f0ffa--63e7ad1603b5dd74ad8e5be1	00023f0ffa--63e7b70340ff837b206d2ac8	9328909fb14d2edb260042c416209154	APPROVED	2023-02-11T15:40:51.658
