sentence,avg_judgement,language,total_lemma_freq,num_tokens,avg_token_length
"Heller Financial Inc., an indirect subsidiary of Fuji Bank Ltd., shelf offering of up to $ 1 billion debt securities and warrants.",4.25,English,51.53995115732973,22,4.954545454545454
A governing body of both the Financial Accounting Standards Board and the Governmental Accounting Standards Board voted to give the FASB jurisdiction over accounting standards for certain government-owned entities.,3.85,English,76.03378064506576,29,6.413793103448276
"A section of the Bay Bridge had collapsed, as had a part of Interstate Highway 880 in Oakland.",2.7,English,54.083202588606284,18,4.277777777777778
"That is, if the company reported results correctly.",1.45,English,29.414415003029017,8,5.5
"Sigmund Levine, Bancroft secretary and treasurer, said the closed-end fund's directors will consider Mr. Green's offer in a couple of weeks at a regular meeting.",3.55,English,82.66912577175061,25,5.48
"T. Marshall Hahn Jr., Georgia-Pacific's chairman and chief executive, said in an interview that all terms of the offer are negotiable.",2.75,English,70.51511424396884,21,5.428571428571429
"If all the debt is converted to common, Automatic Data will issue about 3.6 million shares; last Monday, the company had nearly 73 million shares outstanding.",3.8,English,83.1766432061327,26,5.115384615384615
Source: Fulton Prebon (U.S.A.) Inc.,2.0,English,0.0,5,6.2
"In another report yesterday, the Commerce Department said sales of new single-family houses plunged 14 % in September to an annual rate of 618,000 from 719,000 in August.",3.05,English,79.52048036059507,28,5.107142857142857
"Apparently, however, the improvement came too late.",1.45,English,25.1943917049755,7,6.428571428571429
"However, one person familiar with UAL said the signs pointed to Coniston because Mr. Trump hasn't asked for permission to buy more than $ 15 million of stock under federal antitrust rules.",4.0,English,106.78012381780341,32,4.90625
"Under terms of the stock, the Yukon ESOP can demand that the stock be redeemed for $ 4,090,000 on Nov. 30, but NBI said it is legally prohibited from making the redemption.",3.75,English,109.36949837740755,32,4.40625
"Michael Ruettgers, who had been executive vice president, operations, was named president and chief operating officer.",2.05,English,56.069036711679466,16,6.4375
Frederick H. Hallett Vice President Industry and Government Relations White Consolidated Industries Inc. Washington,3.45,English,5.834281427337299,14,7.285714285714286
"Per-share earnings declined to $ 1.10 a share from $ 1.12 a share, largely because of 21 million additional shares issued to retire $ 1 billion of debt.",3.7,English,77.63308456138655,28,4.464285714285714
Some people had hoped ABC's ratings would go up because of the intense focus on the event in the aftermath of the earthquake.,2.4,English,95.92857424040382,23,4.478260869565218
"What's more, both Eurocom and brothers Francis and Gilbert Gross, who founded Carat, will acquire 14.99 % stakes in WCRS Group, creating a powerful link between Eurocom and Carat.",4.1,English,71.00782940312315,29,5.206896551724138
"Citicorp's spokesman said, however, that the bank is maintaining those expenses in proportion to revenue growth.",2.95,English,58.90550768767144,16,6.0625
"And Mr. Kleinaitis says that with 80 % of its stock in friendly hands, Manville is the rare publicly traded company that can ignore short-term stock fluctuations and plan for the long haul.",3.6,English,111.46054746673644,33,4.757575757575758
"The cash dividend paid on the common stock also will apply to the new shares, the company said.",2.45,English,72.69303001532737,18,4.333333333333333
"James R. Lees, 51, vice president of Newport's European operations, was named executive vice president and chief operating officer of European operations, assuming some former duties of Mr. Weekes.",4.7,English,77.4796781913932,29,5.827586206896552
"COOPER COMPANIES INC., Palo Alto, medical products maker, annual sales of $ 628 million, NYSE, had little damage and was in full operation yesterday.",3.6,English,64.27085013320267,24,5.25
"Earlier this month IMA, an investment group that includes Chicago's Pritzker family and First Boston Corp., submitted a reduced bid for American Medical after it couldn't finance its initial offer.",3.55,English,85.63103952800171,30,5.6
Norfolk Southern went up 1 1/8 to 37 7/8.,2.15,English,15.657381914743286,9,3.6666666666666665
"The letter, attached to a filing with the Securities and Exchange Commission, said the approval is also contingent upon obtaining satisfactory financing.",3.3,English,72.52394200465683,22,6.0
"Also, Richard A. Barkley, a former marketing executive with FMC Corp., was appointed president of Continental Container Systems, a producer of can closing machinery that Figgie acquired late last year.",3.75,English,83.53294117580589,30,5.733333333333333
"As a result, competitors say Renaissance has been looking for any opportunity to return to the stock market, rather than risk losing business by continuing to remain fully invested in Treasury bills.",3.45,English,121.82609171732476,32,5.25
"But while the Merc reopened a half hour later, the CBOE remained closed, leaving many options traders unable to make trades that might have reduced the losses.",3.2,English,96.85405063095682,27,4.925925925925926
"In Australia, Britain, Canada and Greece, Brown-Forman Corp. has increased its marketing of Southern Comfort Liqueur.",2.4,English,25.017558954293047,16,6.375
"Washington rejected the bid, saying the hostages weren't linked to other issues.",1.9,English,45.44559764477897,12,5.75
UAL declined to comment on British Air's statement.,1.65,English,19.51158127501612,8,5.5
Some of the oil interests already have been sold.,1.3,English,36.179999664183704,9,4.555555555555555
"Amcore, also a bank holding company, has assets of $ 1.06 billion.",1.75,English,36.805413273560006,12,4.583333333333333
"McDonald's closed at $ 31.375, up $ 1, in New York Stock Exchange composite trading yesterday.",3.2,English,27.61765455819986,16,4.9375
The Ontario Supreme Court overturned Mr. Blair's decision.,1.5,English,5.164555082836377,8,6.375
Prices were mixed in Zurich and lower in Stockholm.,1.5,English,28.347438354985925,9,4.777777777777778
"For the nine months, net totaled $ 526 million, or $ 3.74 a share, up 5 % from $ 501 million, or $ 3.71 a share, a year ago.",3.9,English,79.51688852421184,29,3.310344827586207
"A Turner spokesman wouldn't speculate on the extent of the charge's effect on the quarter's earnings, but said the company continues to expect to report a net loss for 1989.",3.2,English,118.2392199283837,30,4.8
"For the year, net income tumbled 61 % to $ 86 million, or $ 1.55 a share.",2.8,English,41.27897361858386,17,3.3529411764705883
"In national over-the-counter trading yesterday, LIN rose 50 cents, to $ 109.25.",2.9,English,22.01107696440572,12,5.666666666666667
"Mr. Roman will oversee American Express's public relations and government affairs, among other things, but he won't be involved in its advertising, which is handled by the operating units.",3.2,English,101.30776138944344,29,5.517241379310345
"Mr. Reed admitted he conspired to conceal an agreement not to enforce loan guarantees executed by Dallas real-estate developers A. Starke Taylor III and George S. Watson, both of whom were FirstSouth stockholders.",3.85,English,79.48472373184484,33,5.484848484848484
"Meson is the personal holding company of Steven Morfey, a Vancouver securities dealer.",2.2,English,39.4924638594707,13,5.6923076923076925
Beatrice E. Garcia in Philadelphia contributed to this article.,1.2,English,22.309379049974645,9,6.111111111111111
"Supermarkets are getting into the variety act, too.",1.5,English,31.68842393756536,8,5.5
"Ironically, many of the pilots involved have left Eastern or are still striking the carrier, which filed for bankruptcy protection March 9.",2.7,English,75.99407600612062,22,5.363636363636363
"Teijin was up 15 at 936, and Kyowa Hakko gained 30 to 1,770.",2.85,English,30.267958488411228,13,3.6923076923076925
"First Iberian Fund led the percentage increases, rising to 73,100 shares from 184.",3.5,English,29.776219621011712,13,5.384615384615385
"Two old friends, George Bush and Deng Xiaoping, are trying to limit further damage to U.S.-China ties.",1.95,English,48.60997713880276,17,5.0588235294117645
The price paid was a record for the artist.,1.35,English,37.08052752818228,9,3.888888888888889
"Elsewhere in Europe, share prices closed higher in Stockholm, Brussels and Milan.",2.15,English,29.948941774940106,12,5.833333333333333
"A U.S. decision to refuse the IMF its capital increase, or limit it to 25 %, would bring a major change in international economic policy, and could not be taken lightly.",3.4,English,112.92213646708868,31,4.483870967741935
"A year ago, the Tokyo company had pretax profit of 35.38 billion yen.",1.8,English,37.67174487502227,13,4.384615384615385
"The aim, ultimately, is to increase the flow of information into a manufacturer's main computer network for use in business planning, marketing and other operations.",3.5,English,99.07522891066576,25,5.64
Mr. Brody left the company to find other backers.,1.25,English,31.25350752093392,9,4.555555555555555
"The Commerce Department said that as a result of a new adjustment to the formula used to calculate the index, the influence of this component has been reduced.",3.55,English,113.08318625706306,28,4.714285714285714
"While the Kremlin has urged a ban on output of the poison gases, the White House wants to continue producing the weapons even after an international treaty calling for their destruction is signed.",3.05,English,121.42159819067221,33,4.96969696969697
"David Burnham, one of the authors, says fewer trials probably means a growing number of plea bargains.",2.05,English,59.02299558786967,17,5.0588235294117645
"Coda Energy Inc. said it completed the sale of Phenix-Transmission Co. to Bishop Pipeline Co., for $ 17 million in cash and notes.",2.6,English,61.98633199216713,23,4.695652173913044
"At the end of the month, the agency again will offer the bank.",1.9,English,58.152088422872886,13,3.8461538461538463
"Rep. J. Dennis Hastert (R., Ill.)",1.4,English,0.0,6,4.666666666666667
"And on London's Stock Exchange Monday, 18.5 million shares were traded, far above the usual volume.",2.75,English,38.58117648631313,16,5.25
White House Budget Director Richard Darman has said he would continue to press to keep the capital-gains provision in the final version of the bill unless the House drops many of its costly provisions.,3.4,English,115.83123822320006,34,4.9411764705882355
"The issue, through RCSB 1989-A Grantor Trust, was priced at a yield spread of 100 basis points above the Treasury 7 3/4 % note due July 1991.",4.95,English,59.57126127955793,27,4.2592592592592595
"The New York Stock Exchange said a seat was sold for $ 500,000, unchanged from the sale Thursday.",2.45,English,44.67871576229555,18,4.444444444444445
"TRC Cos., the target of an investigation by the U.S. inspector general, dropped 2 to 10 3/4.",2.9,English,50.67736970150719,17,4.470588235294118
"Mr. Cano is president of El Espectador, a newspaper founded by his grandfather.",2.05,English,39.55463186059383,13,5.153846153846154
"With the golden share as protection, Jaguar officials have rebuffed Ford's overtures, and moved instead to forge an alliance with GM.",2.95,English,65.45557309155708,21,5.380952380952381
"Bernard Savaiko, senior commodities analyst at PaineWebber Inc., said that when traders saw the market wasn't reacting positively to the forecasts of lower LME stocks, they perceived a bearish sign.",4.2,English,94.89377286137008,30,5.633333333333334
"He says that even if the natural gas contract boosts volume at the exchange strongly, the 1990 business plan calls for having adequate compliance people to ensure that exchange rules are being followed.",4.2,English,126.92089608346969,33,5.151515151515151
Craig Torres and Anne Newman contributed to this article.,1.3,English,22.446043233449217,9,5.444444444444445
Nashua announced the Reiss request after the market closed.,2.3,English,29.18072581081794,9,5.666666666666667
Mr. Schneider is cool to Georgia Pacific and Abitibi-Price.,2.1,English,21.559503176834877,9,5.666666666666667
"Last year, the prisons' sales to the Pentagon totaled $ 336 million.",2.1,English,32.98106455514879,12,4.75
"The industrial average closed down 18.65, to 2638.73.",2.35,English,19.68340094550213,8,5.75
CALL MONEY: 9 3/4 % to 10 %.,2.95,English,6.063172298552158,8,2.625
"In a speech given Friday but released late Monday, Bundesbank Vice President Helmut Schlesinger suggested that it was risky to claim that the booming German economy has reached the peak of its cycle.",3.05,English,102.17584729936898,33,5.0606060606060606
"A risk of birth defects, a sure source of lawsuits, is one reason the U.S. pharmaceutical industry is steering clear of RU-486.",3.0,English,79.3246914851115,22,4.818181818181818
"Jerome Grossman, chairman of the panel, agrees that administrative costs of utilization management programs can be high.",2.35,English,57.219676204253034,17,6.117647058823529
"Eagle Clothes Inc., which is operating under Chapter 11 of the federal Bankruptcy Code, said it reached an agreement with its creditors.",2.95,English,64.72047407354644,22,5.2272727272727275
CALL MONEY: 9 3/4 % to 10 %.,3.95,English,6.063172298552158,8,2.625
Within 25 years Jews will probably be the minority.,1.55,English,27.353722280097973,9,4.777777777777778
"For reasons he wouldn't elaborate on, he said he's sure that schedule won't be met, meaning less profit impact from the product for DEC in the next few quarters.",2.7,English,118.06991306120429,29,4.586206896551724
"Mercury shares closed yesterday at $ 4.625, up 50 cents, in New York Stock Exchange composite trading.",3.0,English,33.17681278656291,17,5.0588235294117645
"Among other things, the brief cited insufficient evidence.",1.9,English,25.132606880140038,8,6.375
Proceeds from the offering are about $ 160.4 million.,1.35,English,28.565224696546828,9,5.0
"Excluding special gains from tax-loss carry-forwards, earnings in the latest quarter were $ 117.7 million, or $ 1.12 a share, compared with $ 187.4 million, or $ 1.76 a share.",4.3,English,80.11715297756648,30,4.866666666666666
"Elsewhere, prices surged for a second day in Frankfurt, closed higher in Zurich, Stockholm and Amsterdam and were broadly lower in Milan, Paris and Brussels.",3.45,English,74.08565520386915,25,5.32
"Immunex will contract with the spinoff to provide the research, development and initial testing of the new agents.",3.15,English,71.83422405858613,18,5.388888888888889
"The normal term for the 1986 and 1987 model 323 is two years or 24,000 miles; the term for the 1988 323 is three years or 50,000 miles.",4.6,English,94.73748568185059,28,3.857142857142857
Source: Fulton Prebon (U.S.A.) Inc.,2.2,English,0.0,5,6.2
"Among 2,412 of the largest OTC issues, short interest rose to 196.8 million shares, from 185.7 million in 2,379 stocks in September.",3.6,English,62.90500963984801,22,5.045454545454546
"The Second Section index, which fell 21.44 points Monday, was up 6.84 points, or 0.19 %, to close at 3642.90.",3.7,English,47.41670250303806,20,4.5
The results include a $ 130.2 million write-down of the securities in the high-yield portfolio to the lower of their cost or market value.,3.9,English,83.70082021304383,24,4.791666666666667
"Ginnie Mae 9 % securities ended at 98 6/32, up 9/32, and Federal Home Loan Mortgage Corp. 9 % securities were at 97 10/32, up 6/32.",3.7,English,38.619322733845074,26,4.076923076923077
"In composite trading on the New York Stock Exchange, Dun & Bradstreet closed yesterday at $ 53.75, down 25 cents a share.",3.25,English,45.869737787045636,22,4.545454545454546
"By late 1988, they were banning Soviet publications.",1.7,English,17.801247735107232,8,5.625
"Mr. Lehman, a Reagan Navy secretary, is a managing director of PaineWebber.",1.8,English,32.20202291727894,12,5.333333333333333
"Other programs and special issues will be based on themes of health, jobs, personal finance, the best colleges, and investments.",2.3,English,74.91337029340373,20,5.45
"Production of factory equipment, one indication of the strength of manufacturers' investment spending, fell 0.3 %.",3.2,English,51.345346798426164,16,6.1875
The case went on appeal to the Second Circuit.,1.6,English,29.0923520003579,9,4.222222222222222
"Ashland Oil Inc. said it will take after-tax charges of $ 78 million, or $ 1.40 a share, in its fiscal fourth quarter, ended Sept. 30.",4.05,English,68.67486021118431,26,4.1923076923076925
"September program trading amounted to 13.8 % of average daily New York Stock Exchange volume of 151.8 million shares, the largest percentage since the exchange began making such figures public in July 1988.",3.9,English,87.36990906813185,33,5.2727272727272725
The yield on the issue slipped to 7.92 %.,2.45,English,26.275655939136847,9,3.6666666666666665
"And CBS takes in the least money in prime time; ABC and NBC charge 30 % to 35 % more for ads, according to a Variety survey.",3.85,English,83.96353818299303,27,3.6296296296296298
"The Dow Jones industrials rose 5.94, to 2689.14, making the gain for the week a record 119.88 points, or 4.7 %.",3.05,English,56.494216228331155,21,4.333333333333333
"The average yield on six-month CDs of $ 50,000 or less at major banks was 7.96 % in the week ended Tuesday, according to Banxquote Money Markets, a New York information service.",4.65,English,84.38998852454152,32,4.5625
"If approved at a shareholder meeting in December, the number of shares outstanding would decrease to five million from 50 million, and par value would rise to 10 cents from a penny.",4.0,English,118.0382412175805,32,4.6875
"In the year-ago period, the company earned $ 12.9 million, or 45 cents a share, on sales of $ 247 million.",3.85,English,61.45582530911057,21,4.095238095238095
"Robert Crandall, with the Brookings Institute, agrees.",1.7,English,13.929786186431166,7,6.857142857142857
"(After 1992, the winter and summer Olympics will be held two years apart, with the revised schedule beginning with the winter games in 1994 and the summer games in 1996.)",2.25,English,113.68144512903653,30,4.7
"Further staff cuts are likely, the spokesman indicated.",1.8,English,24.79427582673874,8,6.0
"Despite the yen's weakness with respect to the mark, Tokyo traders say they don't expect the Bank of Japan to take any action to support the Japanese currency on that front.",3.3,English,121.69410857075638,31,4.612903225806452
First Wachovia Corp. said John F. McNair III will retire as president and chief executive officer of this regional banking company's Wachovia Corp. and Wachovia Bank & Trust Co. subsidiaries on Dec. 31.,4.0,English,69.09143849700487,33,5.151515151515151
"During the Korean War, Gen. Douglas MacArthur demanded and got, in addition to his U.N. command in Korea, his own naval command in Japan, NavforJapan.",3.3,English,68.74515550012154,25,5.04
"Moreover, they note, those who manage to pay their own way often do so only by selling their homes, using up life savings or drawing heavily on children and other relatives.",3.05,English,128.889119381886,31,4.612903225806452
"Sir Geoffrey Howe, deputy prime minister and a Lawson ally on the EMS, has signaled he will continue pressing for early membership.",3.3,English,69.76892057677857,22,5.0
"Currently, the rules force executives, directors and other corporate insiders to report purchases and sales of their companies' shares within about a month after the transaction.",3.65,English,99.04365584612694,26,5.884615384615385
"Shareholders of Central, a bank holding company based in Sterling, Ill., will receive Amcore stock equal to 10 times Central's 1989 earnings, Amcore said.",3.35,English,62.21566645429403,24,5.458333333333333
"Yesterday, in composite trading on the New York Stock Exchange, AMI common closed at $ 23.625, up 12.5 cents, on volume of almost 1.8 million.",3.45,English,63.708983315308785,25,4.72
"The transaction is expected to close within about 20 days, the company added.",1.9,English,46.8685003959863,13,5.0
Terms of the settlements for the remaining 145 lawsuits against Northwest weren't disclosed.,1.85,English,40.07346787468652,13,6.153846153846154
"The stock closed down $ 8.375, at $ 170, after plunging $ 33, to $ 145.",2.75,English,28.63603326979011,16,3.5
"In the six months ended Sept. 30, pretax profit at the British clothing and food retailer rose to# 208.7 million ($ 330.1 million) from# 185.5 million a year ago.",3.55,English,85.18819429829337,29,4.620689655172414
The National Aeronautics and Space Administration said it awarded General Dynamics Corp. a $ 64 million contract to launch the Combined Release and Radiation Effects Satellite in June 1990.,3.2,English,58.478081435877776,29,5.551724137931035
"Bonds: Shearson Lehman Hutton Treasury index 3411.08, up",3.25,English,7.301622338350039,8,6.125
"In 1986, Mr. Simmons also served on a committee of businessmen headed by William Seidman, chairman of the Federal Deposit Insurance Corp. and the Resolution Trust Corp.",3.25,English,64.29126017892493,27,5.2592592592592595
"In 1982, he started a factory in Greece.",1.25,English,24.219911354832462,8,4.125
"Despite objections by the CIA, Mr. Bush also has agreed to the establishment of an inspector general at the CIA who would be independent of the CIA director.",3.45,English,102.26644400654791,28,4.642857142857143
"For the nine months, Ashton-Tate had a loss of $ 27.6 million, or $ 1.05 a share.",2.45,English,51.821097652908975,17,3.823529411764706
"Mission Resource Partners advanced 8 %, or 1 3/8, to 18 7/8.",3.5,English,13.657685197022023,12,4.083333333333333
"Mr. Labovitz is president of ODI, a consulting firm in Burlington, Mass.",1.85,English,32.42717106982364,12,5.083333333333333
"Toyota's upscale Lexus division, a sponsor of the World Series, also put in a plug for Red Cross donations in a World Series game it sponsored.",3.1,English,79.13499261259005,26,4.538461538461538
"Instead, the GAO and the Congressional Budget Office said, the RTC should consider using Treasury debt, which is less expensive and subject to oversight by Congress.",3.5,English,82.52456060936709,26,5.384615384615385
"Dow Jones industrials 2662.91, off 26.23; transportation 1236.66, up 5.86; utilities 215.35, off 0.13.",4.15,English,19.176209404723703,14,6.357142857142857
"They will be joined by Larry Gainen, who resigned from the firm of LePatner, Gainen & Block.",1.85,English,45.691731528080126,17,4.470588235294118
"NORTH SIDE SAVINGS BANK directors declared an initial dividend of 10 cents a share, payable Dec. 5 to stock of record Nov. 21.",2.85,English,52.35282729618151,23,4.521739130434782
"Lep Group and affiliates currently control 3,513,072 Profit Systems common shares, or 62.42 %, the filing said.",3.2,English,37.56449038261444,17,5.588235294117647
"Concord Camera Corp. completed the acquisition of Peter Bauser G.m.b. H., a West German photographic products distributor.",3.35,English,28.818090043426242,17,6.235294117647059
"The blue-collar machinists, longtime rivals of the white-collar pilots, say the buyout would load the company with debt and weaken its finances.",3.6,English,70.57997612356255,22,5.590909090909091
"In over-the-counter trading yesterday, Moscom closed at $ 4.375, up 37.5 cents.",2.35,English,23.154398825078456,12,5.666666666666667
"He expects real GNP growth of only 2.1 % for the quarter, noting a wider trade deficit, slower capital and government spending and the lower inventory figures.",4.1,English,87.10007744250213,27,4.925925925925926
"Norimasa Furuta, president of Japan's Mazda Motor Corp., said the Japanese car maker is planning joint production with Ford Motor Co. in Europe ahead of the European Community's 1992 integration.",3.6,English,70.84166538899224,30,5.533333333333333
"He cites IBM, which reported a 30 % earnings decline in the third quarter, and which last week announced a $ 1 billion buy-back of its shares.",3.1,English,78.85496690950248,27,4.296296296296297
"He graduated near the top of his class, serving on the school law review with Richard Thornburgh, who went on to become governor of Pennsylvania and, now, U.S. Attorney General.",3.4,English,106.32823421965645,30,4.933333333333334
"Frank Carlucci III was named to this telecommunications company's board, filling the vacancy created by the death of William Sobey last May.",3.1,English,68.5111648938115,22,5.409090909090909
"Later in the day, according to the source, the board reversed itself, decided to file for bankruptcy protection, and asked Mr. Evans to stay on.",2.85,English,100.04297800069806,25,4.8
"The agency will withdraw from the production of nine food products, maintaining production of the two most important ones, corn and milk.",2.75,English,85.75837571282226,22,5.2727272727272725
"Varity has proposed to acquire K-H Corp., consisting of the auto parts division and some debt of Fruehauf Corp., for $ 577.3 million of cash and securities.",3.85,English,83.23866415516912,27,4.814814814814815
"GAF, Part III is scheduled to begin today.",2.25,English,22.218786463310863,8,4.375
"The establishment of the separate company, to be called Courtaulds Textiles, could be effective as early as next year's first quarter.",2.7,English,80.19628994775675,21,5.428571428571429
"But since the time of Darwin, we humans could at least claim a sort of natural necessity for the existence of our species.",2.65,English,96.14878406790953,23,4.3478260869565215
"As part of the agreement, Goodson also terminated the contract under which Ingersoll manages Goodson's 66 newspapers, ending a long association between the two companies that has turned increasingly bitter recently.",3.35,English,103.703205449106,31,5.967741935483871
"Bonds: Shearson Lehman Hutton Treasury index 3425.22, up",3.3,English,7.301622338350039,8,6.125
"Fluor Corp., a construction engineering firm, gained 75 cents to $ 33.375.",2.65,English,26.179657242750636,12,5.25
"CACI, based in Arlington, Va., said it hadn't seen the filing by Parsow and Elkhorn and therefore had no comment.",3.25,English,70.09561784060239,20,4.7
"Chevron's net income fell 0.7 %, to $ 417 million, or $ 1.22 a share, from $ 420 million, or $ 1.23 a share.",3.35,English,56.72010892623119,24,3.5416666666666665
"American, a unit of AMR Corp., is the nation's largest airline.",1.75,English,35.039992211524996,11,4.818181818181818
"The discount rate, currently 7 %, is the rate the Fed charges member banks for loans, using government securities as collateral.",3.1,English,62.32572621333034,21,5.142857142857143
"In addition, earnings were reduced by rate reductions in Florida, Kentucky, Alabama, Tennessee and Louisiana.",3.0,English,31.861882922569496,15,6.333333333333333
"Colgate said net income for the quarter rose to $ 76.7 million, or $ 1.06 a share, on sales that increased 6 % to $ 1.3 billion.",3.2,English,78.22500635939878,27,3.7777777777777777
"The suits relate to a $ 200 million loss, disclosed in December, that was suffered by West Virginia's consolidated investment pool.",3.3,English,58.314710022860446,21,5.285714285714286
"Fidelity's junk fund has fallen 2.08 % this year through Oct. 19, Lipper says; the Vanguard fund rose 1.84 %; and the T. Rowe Price fund edged up 0.66 %.",4.8,English,65.15121724452223,30,4.133333333333334
"Digital, based in Maynard, Mass., hopes to stage a repeat performance in mainframes, and it has spent almost $ 1 billion developing the new technology.",3.7,English,82.80157294458364,25,5.08
"In general, they say, avoid takeover stocks.",1.65,English,21.334902886842055,7,5.428571428571429
"But value, it turns out, is only what a buyer will pay.",1.65,English,51.42086587485236,12,3.6666666666666665
"His pledge, in a letter to Democratic Sen. Byrd, came ahead of an expected Senate vote on spending legislation containing the provision.",4.3,English,69.83050628728019,22,5.2272727272727275
"The company, which is retaining most of its wine and all of its soft-drink interests, didn't break out results for the businesses it plans to sell.",2.5,English,107.29110622782319,26,4.6923076923076925
Yesterday's Centennial Journal misstated the company's name.,2.0,English,14.567193495736674,7,7.714285714285714
"At the moment, he intends to keep the firm's 180,000 Jaguar shares.",1.65,English,40.3293111257603,12,4.666666666666667
Source: Fulton Prebon (U.S.A.) Inc.,1.95,English,0.0,5,6.2
"Bonds: Shearson Lehman Hutton Treasury index 3398.65, up",4.8,English,7.301622338350039,8,6.125
"Mr. Holmes was the subject of a page one profile in The Wall Street Journal in 1984, after the SEC questioned him about ties between him and companies he touted in a newsletter.",3.9,English,113.39086003834923,33,4.393939393939394
"Mr. Ravine succeeds William R. Mansfield Jr., who will remain with the company until the end of the year to support the transition and to complete important projects.",2.7,English,100.73335722237847,28,4.964285714285714
"The dollar rose modestly against the mark and the yen, but soared against the pound following the resignation of Britain's chancellor of the Exchequer, Nigel Lawson.",3.35,English,87.91862581880517,26,5.384615384615385
"In New York Stock Exchange composite trading, Eaton closed at $ 57.50 a share, down $ 2.50.",2.65,English,27.402530314424087,17,4.411764705882353
United Fruit was one of the two largest contributors to Panama's national income.,1.6,English,43.10524058256138,13,5.3076923076923075
"Last year, the company had a nine-month loss of $ 15.1 million, or 23 cents a share.",2.35,English,55.43874673226033,17,4.0
DPC said it couldn't comment on the suit.,1.3,English,33.74276214858634,8,4.25
"The Nasdaq Composite Index surged 4.26, or about 0.94 %, to 455.63.",3.25,English,17.173294146256502,12,4.666666666666667
But the steam may never reach the engine room.,1.85,English,35.473439059988365,9,4.222222222222222
Here are the seasonally adjusted changes in the components of the Labor Department's consumer price index for September.,3.5,English,56.00886968067263,18,5.722222222222222
"Although, like all scientific theories, it had its initial opponents, few experts question the connection now.",2.75,English,60.53627004936994,16,5.9375
"In addition to owning HBO, Time Warner owns American Television & Communications Inc., the nation's second largest cable operator after TCI.",2.75,English,40.15281174929298,21,5.714285714285714
"But he said that even under those conditions, the company still would realize a savings of tens of millions of dollars in the first year following a merger.",2.85,English,122.57491517037519,28,4.607142857142857
Inflation is easier to spark and harder to control.,1.5,English,36.446013620738135,9,4.777777777777778
Pacific Telesis Group lost 62.5 cents to $ 44.625.,2.65,English,13.255798982494799,9,4.666666666666667
"Cargill thinks that even though the merchant has a contract stating that it won't bring this cocoa to market until after March 1991, there is some evidence the contract has been modified.",3.3,English,127.11597750246374,32,4.875
"It was, after all, only his second full day as chairman of the Securities and Exchange Commission.",1.7,English,63.52092777590519,17,4.823529411764706
"Revenue was $ 454.6 million, a 6.9 % gain from $ 425.4 million.",2.65,English,26.917416262805368,13,3.923076923076923
"However, the resolve of some of the striking 57,000 machinists might be weakening.",2.35,English,45.76476259936851,13,5.384615384615385
"The French unit of Ferruzzi Agricola Finanziaria also disclosed a 40 % rise in its consolidated net profit for the first half of 1989, excluding nonrecurring items and after payments to minority interests.",4.45,English,94.48705814456177,33,5.242424242424242
He said he believes IBM's decision to invest this sort of effort into a single industry showed that it was getting serious about understanding customers' problems and wasn't just selling technology.,3.5,English,127.13541963363873,31,5.419354838709677
"Penn Central Corp., Cincinnati, said it agreed in principle to acquire Noranda Inc.'s Carol Cable Co. unit for $ 177 million.",2.8,English,43.09236427877164,21,5.0
"Western New Mexico Telephone, Silver City, had net income of $ 1.9 million on revenue of about $ 10 million last year.",2.45,English,51.15560386166274,22,4.409090909090909
"Last week Control Data reported third-quarter earnings of $ 9.8 million, or 23 cents a share, on revenue of $ 763 million.",3.4,English,52.976194973968724,22,4.590909090909091
"IBM appears more worried about Digital, which has a broad base of customers waiting for the new line, dubbed the VAX 9000.",2.85,English,78.81417132899331,22,4.590909090909091
"Sales growth of 10 % a year seems possible, he said, and Akzo expects its Twaron business to become profitable in 1990.",2.55,English,70.50244917443537,22,4.454545454545454
"In July, 11 NFL owners, almost all of them new, blocked an effort to install Jim Finks as a replacement for retiring league commissioner Pete Rozelle.",3.35,English,72.87268981857429,26,4.8076923076923075
"Kirin Brewery was up 100 at 2,000, and Ajinomoto gained 70 to 2,840.",3.1,English,30.267958488411228,13,4.3076923076923075
Mr. Kimmel was a director of the company and a predecessor firm since 1980.,1.75,English,51.55869046676821,14,4.428571428571429
"Thus, an acquisition may prove the necessary course.",2.1,English,28.76693408139115,8,5.625
A.P. Green Industries advanced 1 5/8 to 36 1/8.,3.1,English,8.71831073336354,9,4.333333333333333
"Officials said 91 companies from 14 countries, including the U.S., had displays, down from about 260 firms from more than 20 countries at the last show in",2.9,English,91.61630073594564,27,4.7407407407407405
"The government said 13.1 % of Americans, or 31.9 million people, were living in poverty in 1988.",2.05,English,50.09599559652839,17,4.705882352941177
"In London trading yesterday, Maxwell Communication shares rose nine pence, to 216 pence ($ 3.41).",2.65,English,24.786088206556435,15,5.533333333333333
"A year ago, Viacom had a net loss of $ 56.9 million, or $ 1.07 a share.",2.35,English,49.4032690660688,17,3.235294117647059
"To justify their exempt status and avoid penalties, these businesses must show once a year that each and every transaction on which they didn't pay sales tax was a legitimate business expense.",3.85,English,125.63543596135709,32,5.03125
"Some House Democrats are trying to head off an appointment by President Bush to the board that oversees the savings-and-loan bailout, contending that the prospective nominee is the head of troubled banks himself.",3.95,English,114.15453645458196,33,5.454545454545454
Omni Capital Group surged 1 3/4 to 16 1/4.,3.15,English,6.966262285544102,9,3.7777777777777777
